Console,GameName,Review,Score,Score_Category
GC,All-Star Baseball 2003 Review,great,8,High
XBOX,All-Star Baseball 2003 Review,great,8,High
PC,SuperPower Review,poor,4,Low
PS2,Mr. Mosquito Review,fair,6,Medium
PS2,Mad Maestro! Review,fair,6,Medium
GBA,Baseball Advance Review,great,8,High
PC,Real Pool 2 Review,mediocre,5,Low
PS2,World Rally Championship Review,great,8,High
PC,Out of the Park Baseball 4 Review,great,8,High
GBA,Wolfenstein 3D Review,mediocre,5,Low
GBA,The Three Stooges Review,mediocre,5,Low
PS2,The Operative: No One Lives Forever Review,poor,4,Low
GC,Donald Duck: Goin' Quackers Review,fair,6,Medium
XBOX,Gauntlet Dark Legacy Review,mediocre,5,Low
PS2,King's Field: The Ancient City Review,fair,6,Medium
PC,Factory Mogul Review,fair,6,Medium
PS2,Tetris Worlds Review,bad,3,Very Low
PC,Die Hard: Nakatomi Plaza Review,mediocre,5,Low
PS2,TransWorld Surf Review,good,7,Medium
GC,Spider-Man: The Movie Review,good,7,Medium
PC,Spider-Man: The Movie PC Review,good,7,Medium
GBA,Spider-Man: The Movie Review,good,7,Medium
GC,Burnout Review,good,7,Medium
XBOX,Burnout Review,good,7,Medium
GBA,The Scorpion King: Sword of Osiris Review,great,8,High
PS,Rayman Rush Review,mediocre,5,Low
GBA,Breath of Fire II Review,good,7,Medium
PC,Season Ticket Baseball 2003 Review,great,8,High
PC,Tactical Ops: Assault on Terror Review,fair,6,Medium
XBOX,2002 FIFA World Cup Review,great,8,High
PC,WWII: Desert Rats Review,good,7,Medium
GBA,Star X Review,fair,6,Medium
PC,Ultimate Ride Coaster Deluxe Review,good,7,Medium
PS2,K-1 World Grand Prix 2001 Review,great,8,High
GBA,Ice Age Review,bad,3,Very Low
GBA,Blender Bros. Review,good,7,Medium
PS,Dance Dance Revolution Konamix Review,fair,6,Medium
PC,BCT Commander Review,good,7,Medium
PC,Hired Team: Trial Gold Review,bad,3,Very Low
XBOX,MotoGP Review,great,8,High
PS2,Headhunter Review,good,7,Medium
PC,Warbirds III Review,great,8,High
XBOX,Jedi Starfighter Review,good,7,Medium
PS2,Aggressive Inline Review,great,8,High
XBOX,Smashing Drive Review,bad,3,Very Low
PC,Ski Park Manager Review,mediocre,5,Low
PS2,Britney's Dance Beat Review,fair,6,Medium
PC,Atari Revival review,mediocre,5,Low
PS,2002 FIFA World Cup Review,fair,6,Medium
PC,Combat Medic: Special Ops Review,poor,4,Low
PS2,Top Angler Review,poor,4,Low
PC,R/C Helicopter Indoor Flight Simulation Review,poor,4,Low
PS2,Wipeout Fusion Review,good,7,Medium
PS2,Legion: Legend of Excalibur Review,bad,3,Very Low
PS2,Space Race Ps2 Review,mediocre,5,Low
PC,The Watchmaker Review,fair,6,Medium
PS2,Dropship: United Peace Force Review,good,7,Medium
PC,Gore: Ultimate Soldier Review,fair,6,Medium
PC,Le Mans 24 Hours Review,fair,6,Medium
GBA,WTA Tour Tennis Review,fair,6,Medium
PS2,Sky Gunner Review,good,7,Medium
PS2,Stitch: Experiment 626 Review,mediocre,5,Low
PS2,Shifters Review,bad,3,Very Low
GC,Lost Kingdoms Review,good,7,Medium
GC,Bomberman Generation Review,great,8,High
PS2,Freekstyle Review,great,8,High
GBA,Punch King Review,fair,6,Medium
PC,Pac-Man All-Stars Review,mediocre,5,Low
PS2,Lethal Skies Elite Pilot: Team SW Review,great,8,High
GC,RedCard 2003 Review,good,7,Medium
XBOX,RedCard 2003 Review,good,7,Medium
PC,Jazz and Faust Review,poor,4,Low
GBA,Dinotopia: The Timestone Pirates Review,mediocre,5,Low
PS2,Monster Jam: Maximum Destruction Review,poor,4,Low
PC,Baseball Mogul 2003 Review,fair,6,Medium
PS2,F1 2002 Review,great,8,High
PC,F1 2002 Review,great,8,High
PS2,Fire Blade Review,good,7,Medium
PC,The Sum of All Fears Review,good,7,Medium
GBA,Frogger Advance: The Great Quest Review,poor,4,Low
PS,Power Play Sports Trivia PsX Review,poor,4,Low
PS2,MX Superfly Review,good,7,Medium
GC,MX Superfly Review,good,7,Medium
PC,Elite Forces: Navy SEALs Review,bad,3,Very Low
GBA,Earthworm Jim 2 Review,terrible,2,Very Low
PC,Extreme Paintbrawl 4 Review,terrible,2,Very Low
PC,Hyperspace Delivery Boy! Review,good,7,Medium
PS,C-12: Final Resistance Review,mediocre,5,Low
PS2,Downforce Review,good,7,Medium
XBOX,Tetris Worlds Review,mediocre,5,Low
XBOX,Bruce Lee: Quest of the Dragon Review,bad,3,Very Low
GC,Ultimate Fighting Championship: Throwdown Review,good,7,Medium
PS2,Tom and Jerry: War of the Whiskers Review,fair,6,Medium
XBOX,Totaled! Review,bad,3,Very Low
GBC,Resident Evil Gaiden Review,mediocre,5,Low
GBA,The Pinball of the Dead Review,great,8,High
PS2,Mike Tyson Heavyweight Boxing Review,terrible,2,Very Low
XBOX,David Beckham Soccer Review,good,7,Medium
XBOX,Aggressive Inline Review,great,8,High
GBA,All-Star Baseball 2003 Review,good,7,Medium
XBOX,NFL Fever 2003 Review,good,7,Medium
PC,PureSim Baseball Review,good,7,Medium
PS,Lilo and Stitch Review,bad,3,Very Low
PC,Tsunami 2265 Review,terrible,2,Very Low
PC,Airborne Assault: Red Devils over Arnhem Review,great,8,High
PS2,NCAA Football 2003 Review,great,8,High
GC,NCAA Football 2003 Review,great,8,High
GBA,GT Advance 2: Rally Racing Review,great,8,High
PC,Austerlitz: Napoleon's Greatest Victory Review,great,8,High
PC,Soccer Mania Review,poor,4,Low
PS2,Lego Soccer Mania Review,mediocre,5,Low
PC,Strategic Command: European Theater Review,good,7,Medium
PS2,Romance of the Three Kingdoms VII Review,good,7,Medium
PC,The Elder Scrolls III: Tribunal Review,good,7,Medium
XBOX,Buffy the Vampire Slayer Review,great,8,High
PC,Medal of Honor Allied Assault: Spearhead Review,great,8,High
PS2,The Thing Review,great,8,High
PC,U.S. Special Forces: Team Factor Review,poor,4,Low
PC,Earth & Beyond Review,fair,6,Medium
PS,Capcom Vs. SNK Pro: Millennium Fight 2000 Review,fair,6,Medium
PC,Project: Nomads Review,fair,6,Medium
PS,Stuart Little 2 Review,mediocre,5,Low
GC,Disney's Magical Mirror Starring Mickey Mouse Review,poor,4,Low
PS2,Mat Hoffman's Pro BMX 2 Review,good,7,Medium
XBOX,Mat Hoffman's Pro BMX 2 Review,good,7,Medium
GBA,Mat Hoffman's Pro BMX 2 Review,great,8,High
PC,Celtic Kings: Rage of War Review,great,8,High
XBOX,NFL 2K3 Review,superb,9,High
XBOX,Madden NFL 2003 Review,great,8,High
GC,Madden NFL 2003 Review,great,8,High
PC,Madden NFL 2003 Review,superb,9,High
PC,Icewind Dale II Review,great,8,High
GC,Smuggler's Run: Warzones Review,good,7,Medium
PC,MoonBase Commander Review,great,8,High
GC,Beach Spikers Review,great,8,High
PC,Real War: Rogue States Review,poor,4,Low
PC,Empire Earth: The Art of Conquest Expansion Review,mediocre,5,Low
XBOX,NFL Blitz 2003 Review,great,8,High
PS2,NFL Blitz 2003 Review,great,8,High
PS2,NCAA GameBreaker 2003 Review,mediocre,5,Low
PS2,NFL GameDay 2003 Review,fair,6,Medium
GBA,XXX Review,poor,4,Low
PC,US Open 2002 Review,fair,6,Medium
PC,Michael Schumacher Racing World Kart 2002 Review,mediocre,5,Low
PC,Gladiators of Rome Review,fair,6,Medium
PC,Port Royale Review,great,8,High
GBA,Jet Grind Radio Review,good,7,Medium
PC,Age of Mythology: The Titans Review,great,8,High
GBA,Stuntman Review,good,7,Medium
GBA,Shining Soul Review,mediocre,5,Low
PC,Warlords IV: Heroes of Etheria Review,great,8,High
PS2,Chaos Legion Review,mediocre,5,Low
PS2,NHL Hitz Pro Review,great,8,High
GC,Buffy the Vampire Slayer: Chaos Bleeds Review,great,8,High
GC,Batman: Rise of Sin Tzu Review,good,7,Medium
GBA,Disney's Extreme Skate Adventure Review,fair,6,Medium
GC,Frogger's Adventures: The Rescue Review,fair,6,Medium
PS2,Frogger's Adventures: The Rescue Review,fair,6,Medium
PC,Rugby 2004 Review,poor,4,Low
NGE,Red Faction Review,bad,3,Very Low
GBA,Mission: Impossible: Operation Surma Review,mediocre,5,Low
XBOX,Star Trek: Shattered Universe Review,poor,4,Low
PC,Battle Engine Aquila Review,fair,6,Medium
PC,FirePower for Microsoft Combat Flight Simulator 3 Review,great,8,High
XBOX,Max Payne 2: The Fall of Max Payne Review,great,8,High
XBOX,I-Ninja Review,good,7,Medium
GBA,King of Fighters EX2: Howling Blood Review,great,8,High
PS2,Pitfall: The Lost Expedition Review,good,7,Medium
PS2,LifeLine Review,fair,6,Medium
PC,Combat Mission: Afrika Korps Review,great,8,High
PS2,Bionicle Review,poor,4,Low
XBOX,Bionicle Review,poor,4,Low
GBA,James Bond 007: Everything or Nothing Review,good,7,Medium
GC,Hot Wheels World Race Review,fair,6,Medium
XBOX,Corvette Review,poor,4,Low
PS2,Samurai Jack: The Shadow of Aku Review,mediocre,5,Low
XBOX,Tenchu: Return From Darkness Review,good,7,Medium
PC,Pax Romana Review,poor,4,Low
PS2,Romance of the Three Kingdoms IX Review,good,7,Medium
PC,MVP Baseball 2004 Review,great,8,High
PS2,ESPN Major League Baseball Review,great,8,High
PC,A Quiet Weekend in Capri Review,poor,4,Low
PS2,Future Tactics: The Uprising Review,fair,6,Medium
GBA,Yu-Gi-Oh! World Championship Tournament 2004 Review,fair,6,Medium
PC,Total Pro Basketball Review,good,7,Medium
PC,Beyond the Law: The Third Wave Review,bad,3,Very Low
PC,Out of the Park Baseball 6 Review,great,8,High
PC,Echelon: Wind Warriors Review,mediocre,5,Low
GC,Tom Clancy's Rainbow Six 3 Review,fair,6,Medium
PC,Crusader Kings Review,great,8,High
XBOX,Army Men: Sarge's War Review,mediocre,5,Low
ZOD,Tony Hawk's Pro Skater 4 Review,good,7,Medium
GBA,Classic NES Series: The Legend of Zelda Review,good,7,Medium
XBOX,Freestyle Street Soccer Review,bad,3,Very Low
MOBI,Tiger Woods PGA Tour 2004 Review,bad,3,Very Low
PC,The Suffering Review,good,7,Medium
NGE,The Sims Bustin' Out Review,good,7,Medium
XBOX,Shadow Ops: Red Mercury Review,fair,6,Medium
GBA,Mario vs. Donkey Kong Review,great,8,High
PC,Soldiers: Heroes of World War II Review,good,7,Medium
PC,Vietnam War: Ho Chi Minh Trail Review,mediocre,5,Low
GBA,CT Special Forces 2 Review,good,7,Medium
PS2,Transformers Review,good,7,Medium
GBA,Sonic Advance 3 Review,great,8,High
XBOX,Van Helsing Review,fair,6,Medium
PS2,MLB SlugFest: Loaded Review,good,7,Medium
XBOX,MLB SlugFest: Loaded Review,good,7,Medium
GBA,Crash Bandicoot Purple: Ripto's Rampage Review,good,7,Medium
GBA,Spyro Orange: The Cortex Conspiracy Review,mediocre,5,Low
PS2,Galactic Wrestling: Featuring Ultimate Muscle Review,good,7,Medium
PC,Missing: Since January Review,good,7,Medium
MOBI,3D Slam Ping-Pong Review,good,7,Medium
MOBI,QBz for Prizes Review,good,7,Medium
PC,Diamond Mind Baseball 9 Review,good,7,Medium
PC,Baseball Mogul 2005 Review,mediocre,5,Low
MOBI,Dexter's Laboratory Security Alert! Review,good,7,Medium
PC,NHL Eastside Hockey Manager Review,great,8,High
GC,Street Racing Syndicate Review,fair,6,Medium
MOBI,Gauntlet Review,great,8,High
GC,Terminator 3: The Redemption Review,good,7,Medium
XBOX,Terminator 3: The Redemption Review,good,7,Medium
XBOX,Silent Hill 4: The Room Review,good,7,Medium
GBA,Madden NFL 2005 Review,great,8,High
MOBI,Venus Williams Tennis Review,mediocre,5,Low
PC,Chessmaster 10th Edition Review,good,7,Medium
MOBI,Bush vs. Kerry Boxing Review,good,7,Medium
MOBI,FlipIt! Review,good,7,Medium
GBA,Grand Theft Auto Advance Review,fair,6,Medium
PC,Anarchy Online: Alien Invasion Review,good,7,Medium
GBA,Classic NES Series: Metroid Review,mediocre,5,Low
PS2,Dance Dance Revolution Extreme Review,good,7,Medium
PC,Pitfall: The Lost Expedition Review,good,7,Medium
PS2,Headhunter: Redemption Review,fair,6,Medium
PC,Full Spectrum Warrior Review,good,7,Medium
PS2,TOCA Race Driver 2: The Ultimate Racing Simulator Review,great,8,High
GBA,F-Zero GP Legend Review,great,8,High
PS2,Ape Escape: Pumped & Primed Review,fair,6,Medium
PC,Silent Hill 4: The Room Review,good,7,Medium
PS2,Vietcong: Purple Haze Review,poor,4,Low
PS2,Conflict: Vietnam Review,fair,6,Medium
GC,Second Sight Review,good,7,Medium
PS2,Forgotten Realms: Demon Stone Review,good,7,Medium
PS2,Tak 2: The Staff of Dreams Review,fair,6,Medium
PS2,Yu Yu Hakusho: Dark Tournament Review,fair,6,Medium
GC,Tiger Woods PGA Tour 2005 Review,great,8,High
PS2,Tiger Woods PGA Tour 2005 Review,great,8,High
XBOX,Tiger Woods PGA Tour 2005 Review,great,8,High
XBOX,Robotech: Invasion Review,fair,6,Medium
XBOX,Fatal Frame II: Crimson Butterfly Director's Cut Review,great,8,High
MOBI,Robin Hood: Defender of the Crown Review,mediocre,5,Low
GBA,Banjo Pilot Review,good,7,Medium
GBA,Tron 2.0: Killer App Review,fair,6,Medium
PC,Blitzkrieg: Rolling Thunder Review,good,7,Medium
GC,Army Men: RTS Review,fair,6,Medium
MOBI,Midtown Madness 3 Review,good,7,Medium
XBOX,Tork: Prehistoric Punk Review,mediocre,5,Low
GBA,Metal Slug Advance Review,great,8,High
GBA,Donkey Kong Country 2 Review,great,8,High
PS2,Playboy: The Mansion Review,fair,6,Medium
XBOX,Playboy: The Mansion Review,fair,6,Medium
PS2,Gundam Battle Assault 3 featuring Gundam Seed Review,poor,4,Low
GBA,The Incredibles Review,fair,6,Medium
PC,Worldwide Soccer Manager 2005 Review,great,8,High
XBOX,Tom Clancy's Ghost Recon 2 Review,great,8,High
XBOX,Spyro: A Hero's Tail Review,mediocre,5,Low
DS,Tiger Woods PGA Tour Review,good,7,Medium
XBOX,NCAA March Madness 2005 Review,good,7,Medium
PS2,ESPN College Hoops 2K5 Review,great,8,High
PC,Return to Mysterious Island Review,good,7,Medium
NGE,The King of Fighters Extreme Review,good,7,Medium
NGE,Asphalt: Urban GT Review,good,7,Medium
XBOX,World Championship Poker Review,fair,6,Medium
PS2,World Soccer Winning Eleven 8 International Review,superb,9,High
PC,Alexander Review,mediocre,5,Low
GBA,Texas Hold 'Em Poker Review,mediocre,5,Low
MOBI,Fruit Factory Review,mediocre,5,Low
XBOX,Worms 3D Review,good,7,Medium
MOBI,Xevious Review,good,7,Medium
PC,The Sims 2 University Review,good,7,Medium
XBOX,Red Ninja: End of Honor Review,mediocre,5,Low
PC,Pariah Review,fair,6,Medium
XBOX,Spikeout: Battle Street Review,mediocre,5,Low
PS2,Rise of the Kasai Review,fair,6,Medium
GBA,Mario Party Advance Review,fair,6,Medium
PS2,Shining Tears Review,fair,6,Medium
XBOX,Dragon Ball Z: Sagas Review,bad,3,Very Low
PS2,MLB 2006 Review,great,8,High
PS2,Dynasty Warriors 5 Review,fair,6,Medium
MOBI,NBA All-Star 3-Point Shootout Review,good,7,Medium
MOBI,S.W.A.T. the Movie: 3D Game Review,fair,6,Medium
MOBI,The Incredibles 3D Review,good,7,Medium
MOBI,Super Bomberman Review,good,7,Medium
MOBI,Kentucky Derby Championship Racing Review,good,7,Medium
PC,Supreme Ruler 2010 Review,good,7,Medium
PC,Stolen review,mediocre,5,Low
GC,Strike Force Bowling Review,mediocre,5,Low
PC,Still Life Review,fair,6,Medium
XBOX,Still Life Review,fair,6,Medium
DS,Need for Speed Underground 2 Review,good,7,Medium
GC,Pinball Hall of Fame Review,good,7,Medium
GBA,Popeye: Rush for Spinach Review,poor,4,Low
MOBI,Operation Review,mediocre,5,Low
PSP,MVP Baseball Review,good,7,Medium
PC,Special Forces: Nemesis Strike Review,mediocre,5,Low
XBOX,Special Forces: Nemesis Strike Review,mediocre,5,Low
PC,Boiling Point: Road to Hell Review,good,7,Medium
PC,Area 51 Review,fair,6,Medium
PC,Necromania: Traps of Darkness Review,bad,3,Very Low
MOBI,Ms. Pac-Man Review,good,7,Medium
MOBI,AMF Xtreme Bowling for Prizes Review,mediocre,5,Low
MOBI,Robotron: 2084 Review,bad,3,Very Low
DS,Bomberman Review,good,7,Medium
XBOX,Sid Meier's Pirates! Review,great,8,High
PS2,Flipnic: Ultimate Pinball Review,fair,6,Medium
DS,Puyo Pop Fever Review,good,7,Medium
NGE,WWE Aftershock Review,mediocre,5,Low
PS2,EyeToy: Play 2 Review,good,7,Medium
PC,Juiced Review,fair,6,Medium
XBOX,The King of Fighters 02/03 Review,good,7,Medium
MOBI,Tiger Woods PGA Tour 2005 Review,good,7,Medium
XBOX,Capcom Fighting Evolution Review,fair,6,Medium
PS2,Finny the Fish & the Seven Waters Review,mediocre,5,Low
PS2,Arc the Lad: End of Darkness Review,mediocre,5,Low
MOBI,Alien Hominid Review,good,7,Medium
XBOX,Virtual Pool: Tournament Edition Review,fair,6,Medium
MOBI,Mouse Puzzle review,fair,6,Medium
MOBI,Chess 2.0 Review,good,7,Medium
MOBI,Connect Four Challenge Review,good,7,Medium
MOBI,Crazy Eights Review,fair,6,Medium
MOBI,Snowball Fight II Review,poor,4,Low
MOBI,Wild West Blackjack Review,mediocre,5,Low
GBA,Yoshi Topsy-Turvy Review,fair,6,Medium
GBA,Mega Man Battle Network 5: Team Colonel Review,good,7,Medium
PS2,Samurai Western Review,mediocre,5,Low
GC,Medal of Honor: European Assault Review,good,7,Medium
PS2,Medal of Honor: European Assault Review,good,7,Medium
GBA,Batman Begins Review,mediocre,5,Low
MOBI,Gumball 3000 Review,great,8,High
DS,Kirby: Canvas Curse Review,great,8,High
MOBI,Absolute Light Up Review,great,8,High
MOBI,Terminator: I'm Back Review,good,7,Medium
MOBI,Pitfall: The Lost Expedition Glacier Review,good,7,Medium
MOBI,Popeye Kart Racing Review,mediocre,5,Low
MOBI,Stargate SG-1 Review,fair,6,Medium
GC,Madagascar Review,good,7,Medium
XBOX,Madagascar Review,good,7,Medium
PS2,Outlaw Volleyball Remixed Review,mediocre,5,Low
MOBI,Swerve Basketball Review,fair,6,Medium
PS2,Fantastic 4 Review,mediocre,5,Low
PC,Fantastic 4 Review,mediocre,5,Low
MOBI,Monopoly Tycoon Review,fair,6,Medium
MOBI,Banjo-Kazooie: Grunty's Revenge Missions Review,mediocre,5,Low
MOBI,War of the Worlds Review,great,8,High
GC,Charlie and the Chocolate Factory Review,poor,4,Low
MOBI,Slyder Review,good,7,Medium
MOBI,T-Mac Streetball Review,fair,6,Medium
XBOX,King of Fighters: Maximum Impact - Maniax Review,good,7,Medium
PC,Poker Superstars Review,poor,4,Low
MOBI,The Crocodile Hunter: Operation Rescue Review,good,7,Medium
MOBI,Star Wars: Battle Above Coruscant Review,good,7,Medium
MOBI,The X-Files: The Deserter Review,fair,6,Medium
MOBI,Star Wars Trivia Review,fair,6,Medium
PC,Madden NFL 06 Review,good,7,Medium
GBA,Madden NFL 06 Review,good,7,Medium
MOBI,Fox Sports Football 06 Review,fair,6,Medium
MOBI,Yahtzee Deluxe Review,good,7,Medium
MOBI,Tankracer Review,good,7,Medium
MOBI,Callaway Golf Review,mediocre,5,Low
MOBI,Capone Casino Review,mediocre,5,Low
MOBI,Darts-n-Dolls Review,bad,3,Very Low
MOBI,Lord of the Rings Trilogy Review,great,8,High
MOBI,Max Trigger: Insurgence Review,fair,6,Medium
MOBI,Blackjack Pro / Video Poker Pro Review,good,7,Medium
MOBI,Snake Mayhem Review,good,7,Medium
GC,Sonic Gems Collection Review,fair,6,Medium
MOBI,Boggle Review,good,7,Medium
MOBI,Fantastic Four Review,good,7,Medium
XBOX,Tom Clancy's Ghost Recon 2 Summit Strike Review,great,8,High
MOBI,3D Field Golf Review,bad,3,Very Low
MOBI,Pocket Aquarium Review,terrible,2,Very Low
MOBI,SkillJam Arcade Review,great,8,High
MOBI,Ivan Ironman Stewart's Off-Road Racing 3D Review,mediocre,5,Low
MOBI,Word Heaven Review,good,7,Medium
MOBI,Marshal Wyatt Earp Review,bad,3,Very Low
MOBI,Bewitched Review,mediocre,5,Low
MOBI,Wimbledon 2005 Review,fair,6,Medium
MOBI,Who Wants to be a Millionaire 2005 Review,mediocre,5,Low
GBA,Final Fantasy IV Advance Review,great,8,High
X360,Kameo: Elements of Power Review,great,8,High
PC,EverQuest II: Desert of Flames Review,good,7,Medium
PS2,Top Spin Review,good,7,Medium
MOBI,Ikari Warriors Review,great,8,High
X360,Robotron: 2084 Review,good,7,Medium
XBOX,The Sims 2 Review,fair,6,Medium
PSP,Ghost in the Shell: Stand Alone Complex Review,mediocre,5,Low
PS2,Gauntlet: Seven Sorrows Review,mediocre,5,Low
XBOX,Gauntlet: Seven Sorrows Review,mediocre,5,Low
XBOX,Peter Jackson's King Kong: The Official Game of the Movie Review,great,8,High
PC,Peter Jackson's King Kong: The Official Game of the Movie Review,great,8,High
DS,Peter Jackson's King Kong: The Official Game of the Movie Review,terrible,2,Very Low
PC,Battlefield 2: Special Forces Review,great,8,High
PS2,S.L.A.I.: Steel Lancer Arena International Review,good,7,Medium
PSP,MediEvil: Resurrection Review,fair,6,Medium
DS,Frogger: Helmet Chaos Review,good,7,Medium
PSP,Frogger: Helmet Chaos Review,good,7,Medium
PSP,Pinball Hall of Fame: The Gottlieb Collection Review,good,7,Medium
PC,MotoGP 3: Ultimate Racing Technology Review,good,7,Medium
GC,Lego Star Wars Review,good,7,Medium
PS2,Marvel Nemesis: Rise of the Imperfects Review,fair,6,Medium
XBOX,Conflict: Global Terror Review,fair,6,Medium
PC,Conflict: Global Terror Review,fair,6,Medium
MOBI,NCAA Football 1st and 10 Review,poor,4,Low
GC,Dance Dance Revolution: Mario Mix Review,good,7,Medium
PC,Diplomacy Review,mediocre,5,Low
XBOX,The Matrix: Path of Neo Review,good,7,Medium
PS2,Midway Arcade Treasures 3 Review,fair,6,Medium
PC,Day of Defeat: Source Review,great,8,High
GC,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe Review",fair,6,Medium
DS,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe Review",fair,6,Medium
GBA,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe Review",fair,6,Medium
PS2,Spartan: Total Warrior Review,good,7,Medium
PS2,50 Cent: Bulletproof Review,poor,4,Low
DS,Battles of Prince of Persia Review,good,7,Medium
GC,Prince of Persia: The Two Thrones Review,great,8,High
PSP,Need for Speed Most Wanted 5-1-0 Review,fair,6,Medium
PS2,Sly 3: Honor Among Thieves Review,great,8,High
XBOX,Aeon Flux Review,good,7,Medium
PS2,Aeon Flux Review,good,7,Medium
